WKT,name,description
"POLYGON ((106.7787642 -6.3168582, 106.779806 -6.3165942, 106.7806428 -6.3163809, 106.781587 -6.3159331, 106.7825311 -6.3159544, 106.7826266 -6.3165169, 106.7893214 -6.3160051, 106.7900939 -6.3146401, 106.792068 -6.3156638, 106.8048568 -6.315152, 106.80623 -6.3145548, 106.8094916 -6.3142989, 106.8086333 -6.3160904, 106.8071742 -6.3176259, 106.8076033 -6.3190762, 106.8069167 -6.322062, 106.80623 -6.32428, 106.8041701 -6.3248772, 106.8028827 -6.3301663, 106.7992778 -6.3335786, 106.7985911 -6.3371614, 106.8002219 -6.3402325, 106.7991919 -6.3436447, 106.7921538 -6.3481658, 106.7936988 -6.3507249, 106.7924971 -6.3517486, 106.7938704 -6.3543077, 106.7922396 -6.3578904, 106.7937846 -6.3601083, 106.7931838 -6.3635204, 106.7949004 -6.3650558, 106.7996211 -6.3654823, 106.8034835 -6.363691, 106.8101783 -6.364544, 106.8130965 -6.3613878, 106.8156714 -6.3566109, 106.8208213 -6.3569521, 106.8215079 -6.3556726, 106.8271727 -6.3571227, 106.83567 -6.3543077, 106.83567 -6.3520898, 106.8392749 -6.3527722, 106.8381591 -6.3484217, 106.8393607 -6.3466303, 106.8395324 -6.34373, 106.8371291 -6.3448389, 106.8350692 -6.3443271, 106.8378157 -6.341768, 106.8414206 -6.3420239, 106.8460555 -6.3427916, 106.8463988 -6.3393794, 106.8481154 -6.3381851, 106.8494029 -6.3363084, 106.8517203 -6.3375027, 106.8491454 -6.33955, 106.8536086 -6.3431328, 106.8563552 -6.3473981, 106.8560118 -6.3525163, 106.8618483 -6.3572933, 106.8707747 -6.3523457, 106.874208 -6.3554166, 106.8714614 -6.3607054, 106.8783278 -6.3613878, 106.8805594 -6.3665059, 106.8831343 -6.3647999, 106.883306 -6.3695768, 106.8887992 -6.3683826, 106.893949 -6.3706004, 106.8972106 -6.3695768, 106.9020171 -6.368212, 106.9059653 -6.3613878, 106.91472 -6.3649705, 106.91678 -6.3562697, 106.9155783 -6.3470569, 106.9202132 -6.3429622, 106.9208998 -6.3303369, 106.9174666 -6.3274364, 106.9214148 -6.3257303, 106.9212432 -6.3224886, 106.9215865 -6.3177112, 106.9210715 -6.3120808, 106.9219298 -6.3037203, 106.9195266 -6.2992841, 106.91575 -6.2975778, 106.9119735 -6.2967247, 106.9112868 -6.2921178, 106.9085402 -6.2832451, 106.9100852 -6.2728365, 106.9059653 -6.2695945, 106.905107 -6.2622572, 106.9080252 -6.2581618, 106.9142051 -6.2581618, 106.9164367 -6.2561142, 106.9166083 -6.252872, 106.9210715 -6.2499711, 106.9217582 -6.2537252, 106.9299979 -6.2535546, 106.9353194 -6.2532133, 106.9442458 -6.2523601, 106.9439025 -6.2402445, 106.9414992 -6.23905, 106.9449324 -6.2375142, 106.947164 -6.2281286, 106.9499106 -6.2201081, 106.9560904 -6.2187429, 106.958837 -6.2134527, 106.9627852 -6.2141353, 106.9663901 -6.2057732, 106.9675917 -6.197923, 106.9667334 -6.1945099, 106.9696517 -6.1957045, 106.9717116 -6.1866595, 106.9717116 -6.173689, 106.9711966 -6.1607183, 106.9730849 -6.1455284, 106.9703383 -6.1390427, 106.9713683 -6.1262418, 106.9698233 -6.1200973, 106.9703383 -6.1113924, 106.9691367 -6.1020046, 106.9638152 -6.0939821, 106.9548888 -6.0944942, 106.9473357 -6.0914217, 106.9459624 -6.0977373, 106.9409842 -6.0987615, 106.9389243 -6.0960304, 106.9190116 -6.0991028, 106.905107 -6.0977373, 106.8774695 -6.0934701, 106.8724913 -6.1038821, 106.8637366 -6.1120751, 106.8621917 -6.1093441, 106.8548102 -6.1103682, 106.8558402 -6.1171956, 106.8443389 -6.1211214, 106.8302626 -6.1199266, 106.8283744 -6.1161715, 106.8175597 -6.1146354, 106.8160147 -6.1192438, 106.80932 -6.1178784, 106.8046851 -6.0939821, 106.8009085 -6.0968839, 106.7964453 -6.0926166, 106.7909522 -6.0926166, 106.7902655 -6.1064424, 106.7846007 -6.1086614, 106.7796225 -6.1061011, 106.7718978 -6.1035408, 106.7662329 -6.100127, 106.7610831 -6.1038821, 106.753015 -6.1020046, 106.7500968 -6.0997856, 106.7382521 -6.100639, 106.7245192 -6.0892027, 106.7188544 -6.0921045, 106.710958 -6.0958597, 106.7058081 -6.095689, 106.7022033 -6.0960304, 106.6972251 -6.0963718, 106.6932769 -6.0963718, 106.688127 -6.0965425, 106.688642 -6.1062718, 106.6929335 -6.1061011, 106.698255 -6.1096855, 106.6967101 -6.1124165, 106.6889853 -6.1148061, 106.6898436 -6.1199266, 106.687612 -6.1293141, 106.6919036 -6.1334104, 106.6917319 -6.137848, 106.6858954 -6.1426269, 106.687612 -6.1470645, 106.6872687 -6.1590116, 106.6898436 -6.1603769, 106.6893287 -6.1673744, 106.6900153 -6.172665, 106.6946502 -6.1748837, 106.7032332 -6.178297, 106.7107863 -6.1823929, 106.7174811 -6.1870008, 106.7161078 -6.1929739, 106.7240042 -6.1924619, 106.7240042 -6.1955338, 106.7240042 -6.2006535, 106.7234893 -6.2083331, 106.7193694 -6.2096983, 106.7169661 -6.2226679, 106.7331023 -6.2230092, 106.7427153 -6.2267634, 106.7447753 -6.2346132, 106.7458052 -6.2431455, 106.754045 -6.248606, 106.7523284 -6.2612333, 106.755075 -6.267035, 106.7506118 -6.2694239, 106.7506118 -6.2742016, 106.7571349 -6.2755667, 106.7605681 -6.2844395, 106.7650313 -6.2871696, 106.7698378 -6.2953597, 106.7732711 -6.3025259, 106.7739577 -6.3107158, 106.7787642 -6.3168582))",DKI Jakarta,
